,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
126,TMEM50A,PLEK,PAXX,TCIRG1,ADD3,SPINT2,XIST,LAIR1,ADRB2,PSME2,SELPLG,PTPRC,AC007952.4,IL4I1,GPR183,TMEM123,DUT
127,RHOA,CD3E,CDC42EP3,LPCAT1,MZT2B,C1QBP,CAPG,ST3GAL1,TTC38,NSG1,DHRS7,MATK,IL12RB2,CAST,AC119396.1,ANAPC16,TMEM238
128,CD2,GPR174,RAB29,PRKCH,CSDE1,TRAF3IP3,MAP3K1,KLRD1,HOPX,NFKBIA,STOM,RAB27A,METRNL,MYL6,PNRC1,C1QBP,RGS19
129,MSN,SH2D1A,CD99,SLC9A3R1,NECAP2,COX4I1,ZFP36,SMARCC2,HSP90AA1,SEPTIN7,PSAP,ARHGAP25,IRF8,GLIPR1,CD40LG,CARS,MGST3
130,OASL,PTPN7,HNRNPA3,C5orf56,PCED1B,PPA1,EVI2B,SQSTM1,CD63,H3F3B,NEAT1,MS4A1,NME2,SSR4,IL6R,CD48,TMEM173
131,CFL1,ZEB2,PRNP,MYO1G,SMDT1,ARGLU1,MAPK1IP1L,TRGV4,TNFRSF1B,ITGAL,ASCL2,ARF6,PFN1,CBLB,SOCS3,SERP1,HIGD2A
132,SEPTIN7,SERTAD1,IKZF3,B2M,ATM,SLC25A6,ARL4C,TNFAIP3,LAG3,PTMS,IL18RAP,PDLIM1,IFI16,PREX1,SESN3,SATB1,TLE5
133,TTC38,C12orf75,PDCD4,PTPN18,EVL,EVL,EEF2,IL21R,PPP1R18,DHRS7,HLA-A,KLRC2,DDIT4,SPIDR,TCEA3,TMEM243,CD2
134,MACF1,RNF19A,ANXA5,ARHGAP9,RETREG1,MAL,ITGB7,SOCS3,ARPC1B,TNFRSF1B,CD53,TRGV3,APOBEC3G,NRIP1,FOS,CORO1A,ATP5F1D
135,CALR,SYNRG,TNFRSF1B,TLN1,HNRNPDL,CD3E,ERN1,YME1L1,DNAJC1,GNG2,RNF213,DTHD1,MSN,TMEM238,FCMR,HSPB1,TBCB
136,TAGLN2,RALGAPA1,MYBL1,DHRS7,MBNL1,PGGHG,HINT1,TRGV8,PSMA7,BST2,ITGAL,TRGV2,SQSTM1,AIP,PPP1R2,PPP1R2,GPSM3
137,RAB29,ARPC5L,RAB27A,BIN2,SMAP2,CD5,GMFG,CABIN1,RUNX3,FGR,PRKCH,TMX4,IQGAP2,OAZ1,ETS1,PRDX2,LRP10
138,MBP,EVI2B,IDS,NCR1,PTMA,GIMAP1,TMEM123,USP36,PTPRC,APMAP,UTRN,JPT1,BSG,TNFAIP3,FHIT,CITED4,PLEC
139,CAST,GABARAPL1,KLRK1,CD7,MARCKSL1,CCT3,TRAT1,TMC6,CAPN2,CISD3,AGTRAP,SELENOM,AGK,TMEM273,EIF3K,PPA1,TMEM219
140,CHST12,STOM,CD53,OSTF1,TGFBR2,APEX1,EID1,PTGDR,LY6E,NDUFB7,PIP4K2A,SMS,PIK3AP1,S100A9,BCL2,GNAS,CXCR4
141,KLF6,YWHAZ,TGFBR3,ATP2B4,NSD3,ALKBH7,ELOVL5,AC020916.1,PYHIN1,ZBTB16,LSP1,PTPN6,ADD1,MEAF6,CYLD,APBA2,LGALS3
142,NFATC2,CTSC,APMAP,S100A11,NFKBIZ,PRMT2,OGDH,PARP8,GNG2,REEP5,SYTL1,SLAMF7,RABGAP1L,CTSA,LINC01550,FOS,CAPNS1
143,TCF25,TERF2IP,GLIPR1,METRNL,LINC01550,JAK3,SELENOK,AOAH,ZBTB38,LAG3,PTPN12,RHOC,CTSZ,CXXC5,NOG,SMAP2,NOL7
144,COPE,PDCD4,FOSB,LYST,SF1,IMPDH2,TXN,ZNF217,ARPC3,TTC38,AKNA,PSME1,YWHAH,ADAM12,TMEM243,NAP1L1,FAU
145,TGFB1,EML4,SLAMF1,SH3BGRL3,SERINC5,LEF1-AS1,UBE2D3,TRGV2,ABI3,DUSP1,AKR1C3,HLA-DMB,SYK,ACTN4,SNHG32,LIME1,PAG1
146,BTN3A2,CTSS,BTN3A2,BST2,PAG1,RGCC,NOP58,SPINT2,NFATC2,CD300A,MAPK1,PIK3R1,PIP4K2A,SLC16A3,SERINC5,TSPAN32,TXN
147,GUK1,CYTOR,CCDC107,CD74,CISH,SF1,RORA,VASP,CHST12,HLA-DRB1,SIGLEC7,SPRY2,IRF1,REEP5,ATP6V1G1,EPB41L4A-AS1,EZR
148,CEP78,IER5,TBX21,SPN,MAX,SMAP2,UBALD2,CAST,MSN,S100A11,GK5,STUB1,DNM2,PDCD4,TNFAIP3,G3BP2,ARHGDIA
149,SCP2,SUB1,STAT1,MYL6,EPB41,PAG1,RILPL2,C16orf54,KRTCAP2,HLA-F,PLEKHF1,ZBTB7A,RAP1B,SCART1,CMTM8,NDUFA4,TAGAP
150,PPP2R5C,RAB27A,PREX1,HLA-DPA1,MAP3K1,SLC38A1,IL6R,AUP1,NDUFB10,PSMB10,OSBPL5,TRG-AS1,NFKB1,TAGLN2,TESPA1,YBX3,TMEM123
151,DYNLL1,BRD2,XBP1,TIGIT,EEF1D,ATP5MG,TMEM173,RHOB,CORO1A,ARPC5L,C1orf21,MT2A,AKNA,GIMAP4,SLC40A1,CUTA,RAN
152,MT2A,CNN2,SLC7A5,ANXA2,SNHG8,COMMD6,TLK1,NPDC1,REEP5,PLEKHG3,MACF1,TGFB1,KIR2DL4,EML4,MYC,ERP29,DUSP5
153,HOPX,MCL1,PRR5,SASH3,LINC01578,DGKA,MVP,TSC22D3,MFSD10,HLA-E,BHLHE40,ENC1,CFLAR,CD99,GYPC,GPX4,AHR
154,IQGAP2,HNRNPA2B1,IVNS1ABP,CD38,PDE3B,CD96,DDX3X,PLCH2,CLEC2B,CRIP1,THEMIS2,TRGV4,GADD45B,LST1,SELENOM,EIF3D,TOB1
155,ARL6IP1,HLA-B,ANXA2,BTN3A2,GLG1,CRTAM,TMBIM6,HSPB1,CCDC107,VAMP5,S100A4,CBLB,CDKN2D,AC020659.1,AL138963.4,UQCRH,TNFRSF25
156,SUB1,WNK1,RHOF,PFN1,KCNA3,CNN2,CCND2,SRM,PPP3CC,RNF130,GSN,TRAV12-2,FOSL2,AGAP2,COMMD6,EIF3G,PTGER4
157,LCP1,S100A4,CD81,UBB,TC2N,IL6ST,STK17B,UTRN,CALR,GUK1,XCL2,MGST3,ABHD17A,ELK3,MZT2B,MTRNR2L12,LRRFIP1
158,SPN,CYBA,SIPA1,MAP3K8,LEF1-AS1,ORMDL3,TUBA4A,PAXX,MACF1,CD320,CD81,CALM2,MPG,GLRX,PLEKHB1,PRKCQ-AS1,NPDC1
159,LPCAT1,FCRL6,CASP4,HLA-DPB1,S1PR1,RETREG1,NIBAN1,ODF2L,PPIA,TXNIP,UBE2F,S100A10,GLCCI1,CAPN12,PSIP1,CXCR4,ACTG1
160,PSME1,UBE2L6,EHD1,HSH2D,TRAF3IP3,SMDT1,ANKRD12,GUK1,HLA-E,PRELID1,CD38,SRRM2,PPP1R12A,IKZF2,MARCKSL1,ATP5MC2,IFITM3
161,P4HB,TAPBP,HSPA5,ALOX5AP,LBH,DENND2D,ISG20,CALM2,NEAT1,LY6E,CTBP2,AC243829.1,NCR3,IER2,MTRNR2L12,AC008105.3,ATP2B1-AS1
162,IDS,ARHGAP9,HM13,STK10,DDX39B,NME2,UBE2N,SHFL,MATK,SH2D2A,ZAP70,UBE2S,RUNX2,ACTG1,ERP29,ATP6V0E2,ICAM3
163,RHOB,AKNA,CXCR6,DOK2,COMMD6,SEMA4D,HSPA5,NLRC5,TRGV3,IFNGR1,IRF1,ACTG1,TAGLN2,SND1,R3HDM4,PEBP1,TSPO
164,OAZ1,TSPYL2,DEK,KLRC1,USP15,RBMX,CORO7,ZBTB1,CAP1,DYNLL1,RASSF1,ARHGAP26,NDUFB2,TRGC2,FAM102A,SNHG1,ICAM2
165,ACTN4,RASAL3,NFATC2,PXN,SNHG7,ASXL1,DGKA,SLC9A3R1,ARL6IP1,PPP2R1A,ADRB2,IGLL1,FHL3,JAML,CNN2,CLPP,CRYBG1
166,STOM,SEM1,ENO1,PSMB10,GMFG,SNHG16,RCSD1,SH3BP1,TBCB,ACTN4,CALM1,MMP25-AS1,ITGB1,PRNP,RGCC,LINC01578,SARAF
167,YWHAB,ITGA4,CFLAR,UTRN,SMCHD1,STK17A,FAM107B,ESYT2,RHOA,SSBP4,PXN,ANXA5,CAPN12,AC245014.3,EPHB6,PGK1,NDUFV2
168,PREX1,LDHA,LBH,PTPN12,DDX17,EIF3F,NDUFS5,PTPRCAP,IFNG,PXN,CCND3,MSC,PDCD4,RUNX2,NSA2,SRSF5,DNAJB1
169,IER5,SLC7A5,RHOC,PTGER2,AC243960.1,ITGA6,S1PR1,IFNAR2,CEP78,H3F3A,SH3BGRL3,CD84,BRD2,IGFBP4,ARMH1,PRDX6,SH3BP5
170,EZR,AC044849.1,SURF4,GLIPR2,NAP1L1,SEPTIN6,CDKN1B,TRGV3,SRP14,RAB5IF,NCR1,VAMP2,ATP8B4,ECI1,CSGALNACT1,NDUFB11,SOD2
171,GBP5,DUSP5,SPCS2,IL2RG,CHD2,GRAMD1A,AHR,REV3L,ZNF683,TLE5,KIR2DL1,PIP4K2A,B4GALT1,GALC,RIPOR2,MGAT4A,PHACTR2
172,NEAT1,ITM2A,TRBC1,SLAMF7,SESN3,NOP53,ITGA4,HDAC7,HIST1H1E,PHPT1,ITGAX,PDCD1,PRELID1,CFH,TMEM204,FYB1,CCR6
173,FYN,CD160,HPGD,ANXA1,SLC7A6,PIK3CD,ISG15,KLRC4,TLN1,PPIA,IQGAP2,IL2RB,UNC93B1,DBN1,INPP4B,ATP5F1D,GABARAP
174,TLN1,IRF1,SPCS3,AC092821.3,ADTRP,G3BP2,STAT1,CELF2,IDH2,PRR5,B2M,FCRL6,EIF4A1,CCR6,LEF1-AS1,SERINC5,VSIR
175,SLAMF7,ADGRE5,TGFB1,LAIR2,PRMT2,CCT4,ICAM2,PGK1,IQGAP2,TRAC,BIN2,TRIR,IL10RA,CKLF,CD55,EIF4A2,SLAMF1
176,IQGAP1,IL2RG,CALM1,STOM,CRTC3,SF3A1,CIB1,ATP8A1,PSME1,NFATC2,ARPC5L,CXCR6,COTL1,S100A12,ITGB2-AS1,SNHG7,CCR4
177,ARF5,RASSF1,BRD2,IFITM3,LENG8,EIF2A,DDX24,BZW1,PTMS,ITGAM,SUN2,PDLIM2,SFMBT2,GRK2,SNHG1,ORMDL3,CCNI
178,LYAR,CAPN2,MACF1,GK5,TUBA1A,SEPTIN1,ELF1,SRRM2,TGFB1,RGS19,PPP1CA,IGKV3-15,SLFN5,RAB11FIP1,SSBP2,CYTIP,PPIB
179,CLEC2D,ARHGAP25,REEP5,NEAT1,CD40LG,RASGRP2,VOPP1,UBE2S,CAST,RORA,NCAM1,HIST1H1B,FLOT1,ANP32E,FCGRT,TMEM14C,TRABD
180,CCDC88C,NFKBIA,ZFP36L1,IQGAP2,SUSD3,MBNL1,CHST11,HLA-A,GUK1,CLIC3,NMUR1,H1FX,CCL3,AC007952.4,SH3YL1,SFXN1,ATP5MC2
181,PATL2,PRKCH,EZR,KIR3DL1,ZC3HAV1,TAF1D,CLDND1,XAF1,ACTN4,LGALS1,CD164,CD27,PRDX5,ABCB1,AK5,HIGD2A,SAT1
182,TPM3,REEP5,ARPC5L,PPP3CC,APBB1,PDE7A,SRGN,EIF4G2,CCL4L2,C1orf21,LAIR2,IFNG-AS1,COX5A,CLINT1,SPINT2,ANTKMT,ZYX
183,GADD45B,ISG15,LST1,DYNLL1,RGCC,LINC01550,DSTN,MMP25-AS1,KLRC4,CALM2,SYTL3,IGHV1-2,POLR2L,PBX4,ANKRD55,HSPA8,CD5
184,RORA,CD96,TAP1,PSAP,LAT,CCT2,SMCHD1,SAMHD1,TRGV4,SSR4,PLEKHG3,GYG1,C5orf56,EIF4A1,APP,LCK,CISH
185,MYBL1,MIDN,ACAA2,G6PD,ATP5F1E,TKT,YWHAH,CD300A,IFITM2,GBP5,LGALS1,PLEKHO1,ZBTB16,GSR,GPX4,PGGHG,GRK6
186,POMP,JUNB,PSME1,ZAP70,IL4R,PLCG1,CCR4,TPM3,HLA-DRA,MPST,MYO1G,METRN,SELL,STN1,LIME1,LRRN3,GTF3A
187,CYTOR,TAP1,HNRNPUL1,PLEKHF1,ASXL1,BCL11B,CAPZA1,KCNA3,TPM3,AUTS2,VAV3,SELENOS,VAV3,REEP3,DDX5,FAM117B,EMB
188,HLA-DRA,ANXA5,GLCCI1,AKNA,SPTBN1,SPTBN1,NECAP2,TPI1,MRPL10,DNAJC1,CD244,LCP2,ATP5F1C,UBC,UXT,IMPDH2,NPEPPS
189,ARPC4,EZR,GBP2,NDUFB2,LINS1,HSPH1,RNF149,IFITM3,PYCARD,S1PR4,FAM49B,TRMT112,OGT,AC007384.1,UQCRB,ATP6V1G1,ORAI1
190,IFNG,IFI16,ORAI1,CHST2,TNFAIP8,STX16,LRRFIP1,LSM2,PSMB8,STOM,RIN3,TRAV26-2,BANF1,CMTM6,FUS,STMN3,CDKN1B
191,RNPEPL1,DDX24,CSRNP1,ANXA6,TMEM131L,PRKACB,LDHB,SLFN5,SLAMF7,SERF2,SIPA1,KLF6,PILRB,MTRNR2L12,CDKN1B,CD5,MALT1
192,SELPLG,PARP8,GZMH,ITGB7,MGAT4A,EIF3D,PGAM1,SLC3A2,NDUFB7,JTB,TLE1,APMAP,ERGIC1,TMEM171,PDE3B,DGKA,NDUFA11
193,RUNX3,CMTM3,PTGER4,HLA-C,COX6C,JMJD1C,CCNL1,ADAR,MT2A,GNB2,GPR65,RPN1,SH2D1A,PRAM1,IL16,SMDT1,MYO1G
194,TSEN54,ANXA2,CXCR4,CFL1,RASA3,STMN3,TMSB10,CD84,ARL4C,RBM8A,FOSL2,SLC35D2,CTSC,LCP1,OCIAD2,CLEC11A,CUTA
195,TAP1,EHD1,CAPN2,GNAI2,SIRPG,GRAP2,TNIP1,COTL1,RAP1B,LAIR1,NBEAL2,CD3D,S100PBP,CD3E,SNHG8,YBX1,PSMA7
196,ABHD17A,ALOX5AP,TUBB4B,SYTL3,TXK,RAPGEF6,P2RY8,ITGAM,HLA-DRB5,HIST1H1E,AKAP13,CYTOR,SEC61B,SSR3,TNFSF8,PASK,CLIC1
197,BIN2,ATP1B3,IQGAP1,VAMP8,SRSF11,GLG1,SH3BGRL3,TRADD,LIME1,TSEN54,PPP1R18,PRELID1,GATA3,PPP2R5C,CNBP,HMGN1,IL6R
198,RNF167,RAB8B,PBXIP1,LAMP1,CCDC18-AS1,LIMD2,TOMM20,DDIT4,ITGB7,TRG-AS1,TNFRSF1B,CHCHD2,VPS37B,CHD9,SLC7A6,PCSK1N,EIF3K
199,F2R,RAB29,VAMP5,STAT4,DOCK10,TOMM20,TMBIM1,TGFB1,LYAR,PTPRC,DIP2A,PEBP1,IGFBP7,SPI1,FTL,AL138963.4,CHST11
200,IFITM2,PTP4A2,CDK2AP2,CBLB,SNRPD2,CCT8,PRNP,UBB,PRR5,PPP1R18,JAZF1,PPP2R2B,PSD4,EDEM2,CD28,TMIGD2,CAST
201,DBI,TNFRSF1B,SESN1,SELPLG,SNHG1,LUC7L3,PHACTR2,FXYD7,PREX1,PREX1,VCL,TPM3,GFOD1,NDST2,PNISR,CRTAM,CORO7
202,DUSP2,RABGAP1L,NFKBIZ,XCL2,CD28,ATP6V0E2,SRSF7,TSPYL2,HERPUD1,CTSD,DOK2,GADD45B,RBMS1,CD28,FBLN7,UBXN1,ATP8B2
203,GSTP1,PARVG,C5orf56,IDS,CYTH1,SBDS,COX7C,PRMT1,CTSD,PYHIN1,UBB,TRGV8,C1orf162,MKNK1,HSPB1,MBNL1,CASK
204,UTRN,ZNF331,NEAT1,ITGB1,CORO1B,SF3B1,CYTH1,WDR33,ADAM8,SUMO2,SLAMF7,LGR6,PPP3CA,EFHD2,ID3,SH3YL1,PRNP
205,ISG15,LINC02084,SQSTM1,PTPN6,CNN2,AC119396.1,RNF214,SPRY2,TSPAN32,CD3D,SASH3,ADAT1,SPRY2,IL17RE,TSC22D3,RABAC1,HNRNPLL
206,HSPA5,SIT1,XAF1,INPP5D,SF3B1,DDX17,SNHG6,CHMP4A,ITGA4,SIRT2,GFOD1,ARHGAP18,G6PD,TRDV2,NCK2,SSR2,CCND2
207,PYCARD,HERPUD1,UBL5,RAP1B,BEX3,UBE2D2,ALOX5AP,UBAC2,EZR,RAB29,DIAPH1,TRBV9,MAPK1,HIST1H4C,STMN3,PNISR,MAN2B1
208,WIPF1,ZFP36L1,FLNA,JAZF1,SRSF5,RSL24D1,LGALS1,ADD1,SSNA1,CDK2AP2,INPP5D,DBN1,CYBA,MS4A1,THOC3,CD6,FAS
209,BSG,LY9,DNAJA1,P4HB,TTC3,TBCA,TNFSF10,ARF1,RHOC,IDS,PIK3AP1,ARHGAP9,ANTKMT,TXN,CCDC18-AS1,PNN,GMFG
210,BLOC1S1,ZFAND5,MAP4K1,CD160,CALM3,UBAC2,GLIPR1,REL,DOK2,CD53,PSMB10,MXRA7,PICALM,IFNG-AS1,C1orf162,RASGRP2,KMT2A
211,IDH2,ELF1,ABHD17A,XAF1,STAT3,TOMM7,FLT3LG,CCDC69,S100A11,SELPLG,C12orf75,DYRK1B,IFRD1,PPP1R35,RHOH,BCAS4,CD6
212,CD63,SH3BGRL3,MXD4,CD81,PPP1R2,NKTR,LIME1,ATXN7L3B,PSMA6,PDIA3,HIPK2,SEL1L3,ACAA2,CTSG,ATP1A1,POLR1D,ARL6IP5
213,IER2,EIF4G2,DHRS7,TCF25,EIF2A,TSPAN32,NEAT1,ANXA5,TENT5C,RASSF1,ARHGAP25,IGLV3-1,CLASP1,LTC4S,CISH,HSPD1,MFHAS1
214,RAB1B,APMAP,CLEC2B,PPP1CA,USP3,SERP1,CD6,BAZ2B,TAX1BP1,BCL7C,ARF6,PYM1,VAMP8,SORBS3,IFNGR2,TMEM14B,SIGIRR
215,SMAD7,MX1,UBB,HLA-DRB1,XIST,SNHG1,STK24,TCERG1,RNASEK,TRIR,CDK2AP2,PSTPIP1,NEAT1,P2RY8,IGKV3-11,CD3G,ERP29
216,PSMA7,PPP3CC,ODF2L,TFDP2,IL6R,COX7A2L,CHD1,XCL1,CALHM2,PTP4A2,SEPTIN7,LSP1,AHNAK,SUPT4H1,PLSCR3,C19orf53,RCAN3
217,CDK2AP2,OPTN,GAPDH,CAPN2,APEX1,SNHG32,PHTF2,NIN,TTC16,GLRX,DTHD1,STIMATE,SLC16A3,RGS2,MGAT4A,APRT,MYH9
218,CTSD,CD27,SEPTIN7,ADRB2,TOMM20,SFXN1,RHOH,INF2,TRG-AS1,H2AFZ,PTGER2,ATP6V0C,TMIGD2,S100A10,MDS2,ANXA2R,ARL6IP4
219,CLEC2B,XAF1,PNP,TPI1,UXT,PRRC2C,KCNA3,SLC38A1,KLF6,WAS,SYTL2,KIF21A,MPST,WDR86-AS1,GSTK1,COX6C,RNF214
220,SHISA5,KCNA3,GPR65,CD244,CHD3,SNHG7,CKLF,TMEM63A,SDF2L1,ICAM3,PRDM1,FAM49A,CXCR3,GPR171,SMAP2,RBMX,NCF4
221,TRGV4,JPT1,AC044849.1,LLGL2,HMGN2,OCIAD2,FOSB,IDS,VAMP2,MYO1G,SORL1,OVCA2,SNAP29,PDIA6,PELI1,VSIR,ENO1
222,ACTR2,POLR2A,ARHGAP26,HLA-B,CCNI,LINC00861,MRPL54,METTL26,STOM,ARF6,P4HB,TRBV7-7,ICAM3,CACNA2D4,THEM4,TNFAIP3,ARPC3
223,RABGAP1L,MATK,GLRX,BSG,PKM,UQCRH,CTSA,OST4,RAB5IF,SPN,PLCB1,OFD1,FOS,CD96,MBNL1,HCST,CDC37
224,BRD2,SLAMF7,CD52,PAXX,CD37,NSA2,IVNS1ABP,PRRC2C,FERMT3,UBE2A,PPM1L,MAP1LC3A,ARF6,GPN3,ZNF706,CCT4,EIF3A
225,TPI1,CHCHD2,AC245014.3,MLC1,ATP5MG,A1BG,DYNLL1,ARAP2,PTGER2,CD3G,CALR,PLPP5,UBB,CCR5,NAP1L1,NAA16,MYL12B
226,PSMB10,EIF4A3,ATP2B4,LINC02384,MAP4K4,CHD3,SHISA5,NEIL1,SYNGR1,ATP6V0E1,CAPNS1,CRTAP,FYN,CD302,BEX3,LSR,PRDM1
227,IL10RA,LCP2,TNIP1,WIPF1,PLCL1,EIF3M,NFKBIZ,CDC14A,ADGRE5,THEMIS2,PRR5,PAXX,ARAP2,CLPTM1L,GIMAP5,TBCA,RGS1
228,ARHGAP25,BUB3,PLAAT3,CDK2AP2,RBMX,APBB1,DOCK8,ALKBH5,MAP3K8,SEC11A,AREG,EZR,PCMTD1,MAF,AP3M2,EIF3M,CDC14A
229,FMNL1,H2AFX,LTK,TSEN54,GPR183,BEX3,SUSD3,RGCC,RASAL3,IQGAP1,PTPN18,PLEK,AC004687.1,MPST,PDK1,EVL,FAM107B
230,TRGC2,DYNLL1,MAP3K8,MIDN,TMEM63A,SLFN5,EMB,TNFSF8,HSP90B1,CASP4,SLC15A4,ST8SIA4,PRKX,TRBV6-2,COX7C,SNHG6,SPCS2
231,ACTB,FNBP1,HLA-DPA1,SERF2,SNRNP70,TAF7,TNFAIP8,TNKS2,DIAPH1,SRSF9,PTPRC,ATG101,BAZ2A,ELOVL4,LGALS3BP,NHP2,COPE
232,CD3E,SHFL,TPI1,ARHGAP25,PIK3CD,USP11,TAB2,KMT2C,PATL2,GLIPR1,PRR5L,TXN,WSB1,PFN1,RAPGEF6,PRKAR1B,SUSD3
233,ARPC5L,MACF1,ATF7IP2,SQSTM1,UBASH3A,MLXIP,USP10,ANKRD10,MIAT,FCRL3,FMNL1,MCOLN2,KLRC3,GABARAPL2,PRDX2,SGK1,GLIPR1
234,SELENOW,SEC61B,TMED10,FMNL1,EIF4G2,FAM102A,TC2N,ARHGAP25,TSEN54,RRAS2,EOMES,IFNGR1,PAXX,DEK,HNRNPA0,APEX1,R3HDM4
235,MYH9,TUBB4B,S100A10,PTPN4,TLK1,HMGN1,CSTB,TTC19,LINC02384,PRSS23,TFDP2,METRNL,PDE4A,CTSH,UBASH3A,USP11,MYL6
236,NDUFB10,ARPC3,PSMB3,NMUR1,EIF3F,CRLF3,MCUB,SEC11A,ARF6,FXYD5,RAP1GAP2,DNAJC1,SYTL3,GPRIN3,FAM153CP,ITM2C,ADAM19
237,TUBA1B,HLA-C,MAP1LC3B,LPGAT1,ITPKB,CNOT7,G3BP2,IFRD1,NIBAN1,DUSP23,PTPN4,CCDC167,PPP1R15A,TMEM35B,TIAM1,TUFM,PHTF2
238,VPS26B,ITGAL,WIPF1,NCAM1,SNHG6,FAM117B,TPM4,SYNRG,ACTG1,IGLL1,PLCG2,MAP3K20,LPCAT1,S100A8,RIC3,CCNL1,EVI2B
239,HNRNPA3,IDI1,HLA-DRB1,PRDX5,CSGALNACT1,TNRC6B,SQSTM1,RBCK1,ENC1,ARF5,SYK,SIPA1,PSME2,LUZP1,SGTB,CD79A,FAM89B
240,FBXW5,BTG2,OPTN,DYNC1H1,SEPTIN1,UBQLN2,CDC14A,KAT6B,GLIPR1,TRGC2,CDK17,NUCB2,STOM,CPNE2,SNX9,A1BG,TMX4
241,WDR83OS,ARF1,UBE2A,IKZF3,CD3D,NFKB1,TOB1,EVL,TRAV19,NDUFB10,LLGL2,TRGC2,ST3GAL1,CAMK2N1,EPB41L4A-AS1,PHB2,MAP3K1
242,OPTN,TOP1,DPP4,ZBTB16,KLF3,ABRACL,LINC01578,CDKN1B,TMEM160,SH3KBP1,HLA-F,TMEM59,HIST1H1E,AC006369.1,ITPKB,ARHGDIB,M6PR
243,TNFRSF14,PTPRC,GABARAPL2,EMP3,UBAC2,ISG20,PPA1,DDX3X,DCTN3,GADD45B,RAC2,LY9,PDIA3,GLRX5,MMP28,U2AF1L4,EID1
244,PPIB,ACTN4,FERMT3,GNG5,IL17RA,LY9,SSR3,ZBTB7A,PSMB10,EMB,PLAAT4,HNRNPLL,NAP1L4,PLEKHA7,EPB41,JUN,TCEA1
245,POLR2E,RHOB,CFL1,MACF1,HSPA8,SERBP1,ARL6IP5,NCF1,SAMD3,FAM49B,RAC1,ATXN1,SEC11A,TMEM107,PDE9A,RGCC,PI16
246,COX8A,CORO7,SLAMF7,SUN2,CD44,ATP5PO,CD3G,FXYD5,SELPLG,RUNX3,MYL6,PTPN22,AC007384.1,CD2,SNHG5,OCIAD2,TNFSF8
247,TMED2,EIF4A2,EOMES,IFNG,AAK1,PRKCA,NFATC1,PRKX,ARRB2,DBI,USP28,MAF,CDK2AP2,PIP4K2A,APEX1,SSU72,SRP14
248,CLIC3,CD44,PSTPIP1,ILK,ITM2B,DDX3X,TNFSF12,SMG1,MYH9,PLAAT4,GLIPR2,VIPR2,PTPN12,ME1,SEPTIN9,PRKCA,ATP5PD
249,PTPN7,SLC9A3R1,INPP5D,GTF3C1,TAF1D,COTL1,EIF4A2,LYST,GADD45B,IFITM3,RFTN1,RASGEF1A,GABARAPL1,DGLUCY,NCF1,JAML,ANXA7
250,MIDN,CD3G,DUSP5,IER2,TMEM204,PCM1,DOK2,MAP1LC3B,TOB1,CD3E,UCP2,TNFSF14,ATP5F1B,PSMD4,TBC1D4,LINC01550,PRR13
251,AKAP13,ATXN1,TRMT112,TAP1,NDUFB9,SREBF1,SEC61G,AK2,MBP,PGAM1,CFLAR,LIME1,CMTM6,SLAMF7,NME4,PELI1,CLDND1
252,TAPBP,TRIM22,DNAJB6,CD164,G3BP1,HNRNPDL,TOM1,CBL,ARPC5L,TEX264,H3F3A,TRAV21,GPAA1,IQGAP1,HMGN2,PAXX,CHCHD2
253,RAB5IF,RHOF,TMEM258,EIF4G3,DDX6,KRT10,MZT2A,GYPC,GNB2,COX6A1,MTSS1,TRBV4-1,CCL5,PERP,LTBP3,ISG20,ANTXR2
254,ROCK1,EPS15,TERF2IP,CAP1,GSTK1,ARHGEF1,PTGES3,SNHG5,IGF2R,LPCAT1,G6PD,GLCCI1,FAM49B,IL23R,GSTM3,SPOCK2,LINC02762
255,PDIA3,CFLAR,ACTN4,RALY,PRKCA,AC243960.1,SP100,BTN3A2,COX5A,ADAM15,DBI,MT1E,RAB1B,VAMP5,CALM3,KLRC4,GSPT1
256,ADAM8,OASL,RAB1B,PDIA3,PFDN5,KLRC4,SUB1,RAB24,DHRS7,ZNF428,KIR2DL3,HSP90AA1,AC008105.3,TRAM1,SSR2,FAM102A,TNFRSF18
257,ZAP70,BTN3A2,IFI6,SERPINB1,OCIAD2,NDUFA4,R3HDM4,SEPTIN11,SP100,CCL3,MLC1,GPR68,GAPDH,B3GNT8,FKBP5,RSL24D1,SUMO2
258,VCP,OST4,C12orf75,TRAPPC10,MTERF4,FBRS,CFLAR,TSPO,IFI27L2,POMP,SAMD3,ARF1,TBX21,SP140,GIMAP1,GTF3A,TNFSF12
259,PRKCB,CAPZA1,STAT4,REEP5,BIRC3,ESYT1,CHURC1,ATG2A,CPT1A,F2R,BSG,HDHD3,TPM4,ABCA2,GGT7,STK17B,TPM3
260,REEP5,LPXN,TENT5C,ARPC4,NCL,SPOCK2,CDC42,IL10RA,SRI,SSBP3,RGS3,PITPNM1,PARP8,HSP90AB1,ZBTB25,CCT2,LSR
